_line,_fivetran_synced,order_id,order_date,hour,category,item_name,price,quantity,discount,total_amount,branch,payment_method,order_type,customer_id,rating,is_weekend
707,2026-04-13T20:12:46.481Z,708,2024-11-16,21,طواجن,طاجن بامية,106.7,3,0,320.09,طنطا,Card,Takeaway,190353,4,1
708,2026-04-13T20:12:46.481Z,709,2022-01-14,19,محاشي,محشي كوسة,95.89,4,0.1,345.21,الإسكندرية,Card,Dine-in,53132,4,1
709,2026-04-13T20:12:46.481Z,710,2023-08-29,18,مشويات,كفتة,141.04,4,0.1,507.75,المنصورة,Cash,Dine-in,14101,4,0
710,2026-04-13T20:12:46.481Z,711,2020-04-27,23,محاشي,محشي باذنجان,108.82,4,0.1,391.74,أسيوط,Cash,Takeaway,151041,3,0
711,2026-04-13T20:12:46.481Z,712,2023-09-27,19,مشروبات,عصير مانجو,39.43,2,0,78.86,الإسكندرية,Cash,Takeaway,35307,3,0
712,2026-04-13T20:12:46.481Z,713,2021-07-25,10,محاشي,محشي باذنجان,50.03,4,0.1,180.09,طنطا,Wallet,Dine-in,118624,3,1
713,2026-04-13T20:12:46.481Z,714,2025-04-10,23,مقبلات,طحينة,37.63,5,0.1,169.33,القاهرة,Cash,Dine-in,162467,5,0
714,2026-04-13T20:12:46.481Z,715,2024-09-28,14,مشروبات,عصير قصب,17.67,3,0,53.02,الإسكندرية,Wallet,Delivery,135029,4,1
715,2026-04-13T20:12:46.481Z,716,2021-03-15,17,مشروبات,عصير مانجو,15.85,1,0,15.85,المنصورة,Card,Takeaway,120265,3,0
716,2026-04-13T20:12:46.481Z,717,2022-11-30,14,محاشي,محشي ورق عنب,72.88,3,0,218.63,الإسكندرية,Card,Delivery,162327,4,0
717,2026-04-13T20:12:46.481Z,718,2022-07-02,14,مقبلات,طحينة,42.79,3,0,128.36,القاهرة,Wallet,Dine-in,104424,3,1
718,2026-04-13T20:12:46.481Z,719,2022-01-16,16,طواجن,طاجن فراخ,119.37,6,0.1,644.59,القاهرة,Card,Delivery,7860,4,1
719,2026-04-13T20:12:46.481Z,720,2024-11-19,10,مقبلات,بابا غنوج,95.59,2,0,191.17,القاهرة,Cash,Dine-in,105995,4,0
720,2026-04-13T20:12:46.481Z,721,2023-12-08,21,مشروبات,عصير مانجو,-9.63,6,0.1,-52.01,المنصورة,Cash,Dine-in,118667,3,1
721,2026-04-13T20:12:46.481Z,722,2025-02-08,13,مشويات,كباب,159.64,5,0.1,718.37,الجيزة,Cash,Takeaway,100671,3,1
722,2026-04-13T20:12:46.481Z,723,2023-12-01,17,مشويات,كباب,155.73,3,0,467.19,الجيزة,Cash,Takeaway,140150,4,1
723,2026-04-13T20:12:46.481Z,724,2024-08-30,22,مقبلات,سلطة بلدي,54.84,5,0.1,246.78,طنطا,Wallet,Takeaway,78350,3,1
724,2026-04-13T20:12:46.481Z,725,2022-06-08,23,محاشي,محشي باذنجان,63.37,3,0,190.12,القاهرة,Card,Dine-in,43374,4,0
725,2026-04-13T20:12:46.481Z,726,2025-04-14,18,طواجن,طاجن فراخ,103.02,2,0,206.05,المنصورة,Card,Takeaway,73914,4,0
726,2026-04-13T20:12:46.481Z,727,2024-10-16,13,محاشي,محشي باذنجان,95.75,6,0.1,517.06,المنصورة,Card,Takeaway,41019,4,0
727,2026-04-13T20:12:46.481Z,728,2023-07-11,17,مقبلات,طحينة,44.89,5,0.1,202.03,الجيزة,Cash,Delivery,141745,3,0
728,2026-04-13T20:12:46.481Z,729,2022-07-11,11,مقبلات,طحينة,47.68,1,0,47.68,المنصورة,Wallet,Takeaway,182908,3,0
729,2026-04-13T20:12:46.481Z,730,2020-08-09,15,مشويات,كباب,168.95,6,0.1,912.31,الجيزة,Cash,Delivery,173112,3,1
730,2026-04-13T20:12:46.481Z,731,2024-12-28,13,محاشي,محشي كوسة,95.1,3,0,285.31,القاهرة,Wallet,Dine-in,168543,4,1
731,2026-04-13T20:12:46.481Z,732,2024-09-04,17,مقبلات,بابا غنوج,57.28,2,0,114.56,القاهرة,Card,Delivery,10376,5,0
732,2026-04-13T20:12:46.481Z,733,2025-05-23,14,مقبلات,سلطة بلدي,52.03,5,0.1,234.13,أسيوط,Cash,Delivery,115032,2,1
733,2026-04-13T20:12:46.481Z,734,2020-06-28,11,محاشي,محشي ورق عنب,91.81,3,0,275.42,المنصورة,Cash,Dine-in,100923,4,1
734,2026-04-13T20:12:46.481Z,735,2020-02-14,19,مقبلات,بابا غنوج,47.28,5,0.1,212.76,القاهرة,Card,Delivery,29947,4,1
735,2026-04-13T20:12:46.481Z,736,2021-06-04,23,مشروبات,شاي,22.7,4,0.1,81.73,القاهرة,Cash,Dine-in,62998,5,1
736,2026-04-13T20:12:46.481Z,737,2023-10-09,18,مشويات,كباب,136.53,1,0,136.53,طنطا,Cash,Delivery,155142,4,0
737,2026-04-13T20:12:46.481Z,738,2020-06-19,19,مشروبات,عصير مانجو,27.48,3,0,82.44,القاهرة,Wallet,Delivery,95140,3,1
738,2026-04-13T20:12:46.481Z,739,2020-04-23,15,مشروبات,عصير قصب,24.59,3,0,73.77,الجيزة,Cash,Takeaway,166321,4,0
739,2026-04-13T20:12:46.481Z,740,2023-12-23,11,طواجن,طاجن بامية,115.26,3,0,345.78,الإسكندرية,Cash,Dine-in,168908,4,1
740,2026-04-13T20:12:46.481Z,741,2022-10-08,13,طواجن,طاجن فراخ,119.83,6,0.1,647.07,المنصورة,Cash,Delivery,196930,3,1
741,2026-04-13T20:12:46.481Z,742,2023-09-27,18,محاشي,محشي كوسة,82.48,2,0,164.97,القاهرة,Cash,Takeaway,61865,4,0
742,2026-04-13T20:12:46.481Z,743,2024-02-20,15,مشروبات,عصير مانجو,40.4,5,0.1,181.8,أسيوط,Cash,Takeaway,53714,3,0
743,2026-04-13T20:12:46.481Z,744,2021-02-07,13,مقبلات,طحينة,42.51,4,0.1,153.05,القاهرة,Cash,Delivery,20605,5,1
744,2026-04-13T20:12:46.481Z,745,2021-12-03,18,محاشي,محشي باذنجان,65.81,5,0.1,296.14,المنصورة,Card,Delivery,37833,3,1
745,2026-04-13T20:12:46.481Z,746,2022-12-11,14,مقبلات,بابا غنوج,70.54,3,0,211.63,الإسكندرية,Card,Dine-in,19113,4,1
746,2026-04-13T20:12:46.481Z,747,2021-12-17,13,محاشي,محشي باذنجان,104.46,9,0.1,846.13,الجيزة,Cash,Delivery,44201,4,1
747,2026-04-13T20:12:46.481Z,748,2023-09-14,12,محاشي,محشي كوسة,80.13,1,0,80.13,الجيزة,Card,Takeaway,8293,4,0
748,2026-04-13T20:12:46.481Z,749,2020-07-07,19,طواجن,طاجن بامية,159.41,3,0,478.24,القاهرة,Cash,Dine-in,155886,3,0
749,2026-04-13T20:12:46.481Z,750,2021-12-18,18,طواجن,طاجن بامية,107.07,2,0,214.15,القاهرة,Cash,Dine-in,85221,4,1
750,2026-04-13T20:12:46.481Z,751,2025-06-13,22,مشويات,كباب,161.97,5,0.1,728.84,الإسكندرية,Cash,Dine-in,172270,5,1
751,2026-04-13T20:12:46.481Z,752,2025-02-10,19,مقبلات,بابا غنوج,49.17,5,0.1,221.26,الإسكندرية,Cash,Delivery,107458,4,0
752,2026-04-13T20:12:46.481Z,753,2024-01-05,11,طواجن,طاجن فراخ,131.43,2,0,262.85,المنصورة,Wallet,Dine-in,102784,4,1
753,2026-04-13T20:12:46.481Z,754,2025-11-02,13,طواجن,طاجن ملوخية,106.72,3,0,320.15,الإسكندرية,Cash,Takeaway,132170,4,1
754,2026-04-13T20:12:46.481Z,755,2022-01-11,17,مشويات,شيش طاووق,174.32,4,0.1,627.56,القاهرة,Cash,Dine-in,186660,5,0
755,2026-04-13T20:12:46.481Z,756,2023-05-27,21,مشروبات,عصير مانجو,29.68,4,0.1,106.85,القاهرة,Card,Dine-in,92192,4,1
756,2026-04-13T20:12:46.481Z,757,2023-10-06,15,طواجن,طاجن فراخ,95.22,5,0.1,428.49,القاهرة,Cash,Delivery,29265,4,1
757,2026-04-13T20:12:46.481Z,758,2023-02-24,21,مشويات,كباب,159.38,5,0.1,717.21,الجيزة,Card,Takeaway,197245,3,1
758,2026-04-13T20:12:46.481Z,759,2020-12-26,20,محاشي,محشي ورق عنب,86.05,4,0.1,309.78,القاهرة,Card,Takeaway,77643,3,1
759,2026-04-13T20:12:46.481Z,760,2023-04-07,13,مشروبات,عصير مانجو,68.49,3,0,205.46,الجيزة,Wallet,Delivery,68392,3,1
760,2026-04-13T20:12:46.481Z,761,2023-07-12,11,مقبلات,سلطة بلدي,68.77,1,0,68.77,الإسكندرية,Card,Takeaway,110497,4,0
761,2026-04-13T20:12:46.481Z,762,2020-02-18,18,مقبلات,بابا غنوج,61.05,1,0,61.05,المنصورة,Cash,Delivery,12058,3,0
762,2026-04-13T20:12:46.481Z,763,2023-05-21,15,مقبلات,سلطة بلدي,67.46,6,0.1,364.27,القاهرة,Cash,Takeaway,32410,4,1
763,2026-04-13T20:12:46.481Z,764,2022-06-13,12,طواجن,طاجن بامية,130.83,2,0,261.65,المنصورة,Cash,Dine-in,27739,3,0
764,2026-04-13T20:12:46.481Z,765,2020-03-12,12,مشروبات,عصير قصب,17.28,2,0,34.57,القاهرة,Wallet,Delivery,147522,4,0
765,2026-04-13T20:12:46.481Z,766,2022-11-15,19,محاشي,محشي كوسة,86.64,2,0,173.29,الإسكندرية,Cash,Takeaway,42500,4,0
766,2026-04-13T20:12:46.481Z,767,2024-01-26,18,طواجن,طاجن فراخ,104.69,2,0,209.38,المنصورة,Card,Dine-in,168483,4,1
767,2026-04-13T20:12:46.481Z,768,2024-08-27,13,مشروبات,عصير مانجو,47.24,3,0,141.72,المنصورة,Cash,Takeaway,116888,4,0
768,2026-04-13T20:12:46.481Z,769,2023-10-29,19,مقبلات,طحينة,60.09,4,0.1,216.32,الإسكندرية,Wallet,Dine-in,24729,3,1
769,2026-04-13T20:12:46.481Z,770,2021-02-12,18,طواجن,طاجن ملوخية,123.01,2,0,246.01,الإسكندرية,Cash,Dine-in,24047,3,1
770,2026-04-13T20:12:46.481Z,771,2021-09-03,19,طواجن,طاجن بامية,113.71,4,0.1,409.37,المنصورة,Card,Dine-in,173559,3,1
771,2026-04-13T20:12:46.481Z,772,2022-08-04,20,مقبلات,طحينة,32.05,6,0.1,173.06,طنطا,Card,Delivery,175247,4,0
772,2026-04-13T20:12:46.481Z,773,2023-08-06,13,مقبلات,بابا غنوج,43.33,3,0,130,طنطا,Cash,Takeaway,94911,2,1
773,2026-04-13T20:12:46.481Z,774,2020-02-12,18,مشويات,كباب,171.35,2,0,342.7,القاهرة,Cash,Delivery,76716,4,0
774,2026-04-13T20:12:46.481Z,775,2022-10-02,18,طواجن,طاجن بامية,107.13,2,0,214.26,طنطا,Cash,Takeaway,136478,4,1
775,2026-04-13T20:12:46.481Z,776,2025-03-16,21,طواجن,طاجن ملوخية,82,4,0.1,295.2,الإسكندرية,Card,Delivery,3148,4,1
776,2026-04-13T20:12:46.481Z,777,2023-06-01,13,مقبلات,طحينة,47.91,3,0,143.72,الإسكندرية,Wallet,Takeaway,86820,4,0
777,2026-04-13T20:12:46.481Z,778,2021-10-26,13,مشويات,شيش طاووق,138.08,3,0,414.23,الإسكندرية,Card,Delivery,100708,4,0
778,2026-04-13T20:12:46.481Z,779,2024-05-08,15,طواجن,طاجن ملوخية,111.89,2,0,223.79,المنصورة,Cash,Dine-in,120299,4,0
779,2026-04-13T20:12:46.481Z,780,2025-12-10,19,طواجن,طاجن بامية,115.13,2,0,230.26,أسيوط,Cash,Dine-in,153779,2,0
780,2026-04-13T20:12:46.481Z,781,2025-09-18,12,طواجن,طاجن فراخ,102.94,1,0,102.94,القاهرة,Cash,Delivery,24880,4,0
781,2026-04-13T20:12:46.481Z,782,2023-05-29,19,مشروبات,عصير مانجو,18.74,3,0,56.22,الجيزة,Cash,Takeaway,173639,3,0
782,2026-04-13T20:12:46.481Z,783,2025-10-24,13,مشويات,كفتة,152.67,4,0.1,549.61,المنصورة,Card,Dine-in,106011,4,1
783,2026-04-13T20:12:46.481Z,784,2025-01-17,14,محاشي,محشي ورق عنب,72.87,8,0.1,524.68,القاهرة,Card,Dine-in,176373,4,1
784,2026-04-13T20:12:46.481Z,785,2024-07-16,23,مقبلات,سلطة بلدي,54.1,2,0,108.19,المنصورة,Cash,Dine-in,29833,3,0
785,2026-04-13T20:12:46.481Z,786,2020-11-06,12,طواجن,طاجن ملوخية,132.43,2,0,264.86,الإسكندرية,Cash,Takeaway,134078,4,1
786,2026-04-13T20:12:46.481Z,787,2022-08-24,21,مشويات,كباب,137.38,2,0,274.77,القاهرة,Card,Dine-in,58278,4,0
787,2026-04-13T20:12:46.481Z,788,2025-12-21,21,طواجن,طاجن بامية,116.38,3,0,349.15,القاهرة,Cash,Dine-in,13473,4,1
788,2026-04-13T20:12:46.481Z,789,2021-07-26,17,محاشي,محشي باذنجان,70.72,1,0,70.72,الجيزة,Cash,Takeaway,157360,4,0
789,2026-04-13T20:12:46.481Z,790,2021-04-19,21,طواجن,طاجن فراخ,126.67,3,0,380,الإسكندرية,Cash,Takeaway,69184,4,0
790,2026-04-13T20:12:46.481Z,791,2025-03-14,14,مقبلات,طحينة,22.97,3,0,68.91,القاهرة,Cash,Delivery,53748,5,1
791,2026-04-13T20:12:46.481Z,792,2020-09-25,12,طواجن,طاجن بامية,123.39,2,0,246.78,القاهرة,Cash,Delivery,34243,4,1
792,2026-04-13T20:12:46.481Z,793,2020-01-19,18,مقبلات,بابا غنوج,35.2,2,0,70.39,القاهرة,Card,Delivery,99909,3,1
793,2026-04-13T20:12:46.481Z,794,2020-06-01,20,مشروبات,عصير قصب,6.77,2,0,13.54,الإسكندرية,Cash,Dine-in,74784,4,0
794,2026-04-13T20:12:46.481Z,795,2022-04-15,21,محاشي,محشي باذنجان,76.81,5,0.1,345.65,القاهرة,Card,Delivery,54918,4,1
795,2026-04-13T20:12:46.481Z,796,2020-08-25,18,مقبلات,طحينة,44.24,3,0,132.71,المنصورة,Cash,Delivery,3304,3,0
796,2026-04-13T20:12:46.481Z,797,2020-06-22,18,مقبلات,سلطة بلدي,67.08,2,0,134.16,أسيوط,Cash,Dine-in,137235,4,0
797,2026-04-13T20:12:46.481Z,798,2023-09-27,22,مقبلات,بابا غنوج,69.4,4,0.1,249.82,القاهرة,Wallet,Takeaway,31135,4,0
798,2026-04-13T20:12:46.481Z,799,2024-02-12,13,طواجن,طاجن ملوخية,133.4,2,0,266.81,أسيوط,Cash,Dine-in,160622,4,0
799,2026-04-13T20:12:46.481Z,800,2020-05-16,14,مقبلات,بابا غنوج,40.7,3,0,122.1,الجيزة,Card,Dine-in,182685,4,1
800,2026-04-13T20:12:46.481Z,801,2023-07-21,18,طواجن,طاجن بامية,101.75,3,0,305.25,طنطا,Wallet,Delivery,178551,4,1
801,2026-04-13T20:12:46.481Z,802,2021-07-05,20,محاشي,محشي كوسة,94.6,4,0.1,340.56,الجيزة,Card,Takeaway,18767,3,0
802,2026-04-13T20:12:46.481Z,803,2025-09-25,14,مشويات,شيش طاووق,155.43,2,0,310.86,الإسكندرية,Wallet,Takeaway,194152,4,0
803,2026-04-13T20:12:46.481Z,804,2024-05-07,23,مشروبات,شاي,14.22,5,0.1,63.99,القاهرة,Cash,Delivery,45050,4,0
804,2026-04-13T20:12:46.481Z,805,2021-09-23,13,مشروبات,شاي,46.52,5,0.1,209.36,القاهرة,Cash,Delivery,189047,5,0
805,2026-04-13T20:12:46.481Z,806,2025-08-13,14,مشروبات,عصير مانجو,18.42,2,0,36.84,القاهرة,Card,Takeaway,143294,4,0
806,2026-04-13T20:12:46.481Z,807,2023-07-18,12,مقبلات,بابا غنوج,34.04,1,0,34.04,القاهرة,Wallet,Dine-in,138270,5,0
807,2026-04-13T20:12:46.481Z,808,2024-10-23,21,مشروبات,عصير مانجو,38.61,2,0,77.22,الجيزة,Wallet,Delivery,124211,3,0
808,2026-04-13T20:12:46.481Z,809,2023-11-16,17,طواجن,طاجن فراخ,92.1,1,0,92.1,الجيزة,Cash,Dine-in,46327,4,0
809,2026-04-13T20:12:46.481Z,810,2025-07-26,17,مشويات,كباب,150.12,2,0,300.23,القاهرة,Cash,Delivery,27671,4,1
810,2026-04-13T20:12:46.481Z,811,2025-05-09,11,طواجن,طاجن فراخ,108.66,2,0,217.33,المنصورة,Wallet,Dine-in,146335,3,1
811,2026-04-13T20:12:46.481Z,812,2023-04-19,20,مقبلات,بابا غنوج,53.99,2,0,107.98,طنطا,Cash,Dine-in,38868,2,0
812,2026-04-13T20:12:46.481Z,813,2020-08-22,15,مشويات,شيش طاووق,157.24,4,0.1,566.07,الإسكندرية,Card,Delivery,43036,3,1
813,2026-04-13T20:12:46.481Z,814,2020-09-09,10,مشويات,كباب,150.72,5,0.1,678.25,الإسكندرية,Cash,Dine-in,65056,4,0
814,2026-04-13T20:12:46.481Z,815,2024-11-18,13,مشروبات,عصير مانجو,37,7,0.1,233.12,الجيزة,Card,Delivery,138591,3,0
815,2026-04-13T20:12:46.481Z,816,2020-04-28,22,مقبلات,طحينة,65.37,3,0,196.1,الإسكندرية,Card,Dine-in,90716,4,0
816,2026-04-13T20:12:46.482Z,817,2023-06-17,14,مشويات,شيش طاووق,164.59,3,0,493.77,الجيزة,Card,Dine-in,193012,3,1
817,2026-04-13T20:12:46.482Z,818,2024-12-01,10,مقبلات,طحينة,39.12,2,0,78.23,الجيزة,Cash,Dine-in,5284,4,1
818,2026-04-13T20:12:46.482Z,819,2022-10-03,12,مقبلات,بابا غنوج,54.35,1,0,54.35,المنصورة,Wallet,Takeaway,58977,4,0
819,2026-04-13T20:12:46.482Z,820,2025-12-01,13,محاشي,محشي كوسة,73.88,3,0,221.63,الجيزة,Wallet,Takeaway,198429,4,0
820,2026-04-13T20:12:46.482Z,821,2020-12-24,12,محاشي,محشي ورق عنب,79.03,1,0,79.03,القاهرة,Cash,Takeaway,178887,4,0
821,2026-04-13T20:12:46.482Z,822,2024-08-26,12,محاشي,محشي باذنجان,89.4,2,0,178.79,الإسكندرية,Wallet,Dine-in,107295,4,0
822,2026-04-13T20:12:46.482Z,823,2024-12-16,20,مشويات,كباب,158.5,3,0,475.5,الجيزة,Wallet,Takeaway,170794,3,0
823,2026-04-13T20:12:46.482Z,824,2024-12-27,23,مشروبات,عصير مانجو,20.47,5,0.1,92.09,الإسكندرية,Cash,Dine-in,118855,5,1
824,2026-04-13T20:12:46.482Z,825,2022-10-19,10,مشروبات,شاي,22.59,1,0,22.59,القاهرة,Card,Dine-in,42821,4,0
825,2026-04-13T20:12:46.482Z,826,2023-10-06,16,مشويات,كباب,149.02,3,0,447.05,الإسكندرية,Wallet,Dine-in,57438,3,1
826,2026-04-13T20:12:46.482Z,827,2024-09-26,16,طواجن,طاجن فراخ,86.56,5,0.1,389.54,القاهرة,Card,Delivery,120828,4,0
827,2026-04-13T20:12:46.482Z,828,2023-12-03,21,طواجن,طاجن بامية,119.04,3,0,357.13,الإسكندرية,Card,Delivery,122805,5,1
828,2026-04-13T20:12:46.482Z,829,2023-12-24,13,مقبلات,طحينة,39.83,3,0,119.5,الجيزة,Card,Dine-in,195892,3,1
829,2026-04-13T20:12:46.482Z,830,2024-05-27,13,محاشي,محشي باذنجان,67.78,2,0,135.55,الجيزة,Card,Dine-in,131641,3,0
830,2026-04-13T20:12:46.482Z,831,2024-07-29,22,مشروبات,عصير مانجو,19.44,2,0,38.89,المنصورة,Card,Delivery,46654,3,0
831,2026-04-13T20:12:46.482Z,832,2024-11-25,22,مقبلات,طحينة,27.49,2,0,54.98,القاهرة,Cash,Delivery,53674,4,0
832,2026-04-13T20:12:46.482Z,833,2020-02-24,10,طواجن,طاجن ملوخية,131.47,3,0,394.4,الإسكندرية,Card,Takeaway,110016,3,0
833,2026-04-13T20:12:46.482Z,834,2024-08-03,23,مقبلات,سلطة بلدي,65.8,6,0.1,355.34,أسيوط,Wallet,Dine-in,17880,3,1
834,2026-04-13T20:12:46.482Z,835,2023-09-13,13,مشروبات,عصير مانجو,36.8,4,0.1,132.47,القاهرة,Cash,Takeaway,107526,5,0
835,2026-04-13T20:12:46.482Z,836,2025-06-28,15,مشروبات,عصير مانجو,4.2,4,0.1,15.13,القاهرة,Cash,Delivery,176872,4,1
836,2026-04-13T20:12:46.482Z,837,2020-10-18,20,مشويات,شيش طاووق,151.58,5,0.1,682.1,القاهرة,Cash,Dine-in,185437,4,1
837,2026-04-13T20:12:46.482Z,838,2020-03-11,13,طواجن,طاجن بامية,116.09,3,0,348.27,القاهرة,Card,Dine-in,63141,4,0
838,2026-04-13T20:12:46.482Z,839,2024-04-02,12,مقبلات,طحينة,57.03,2,0,114.06,الإسكندرية,Cash,Delivery,110225,4,0
839,2026-04-13T20:12:46.482Z,840,2022-01-10,22,مقبلات,بابا غنوج,38.99,2,0,77.98,الجيزة,Wallet,Dine-in,159045,4,0
840,2026-04-13T20:12:46.482Z,841,2022-01-02,10,مشروبات,عصير مانجو,57.39,3,0,172.17,الجيزة,Card,Takeaway,86606,4,1
841,2026-04-13T20:12:46.482Z,842,2024-07-19,20,مشويات,شيش طاووق,155.46,4,0.1,559.67,الجيزة,Cash,Delivery,178315,3,1
842,2026-04-13T20:12:46.482Z,843,2023-08-15,20,مشروبات,عصير قصب,29.97,2,0,59.95,القاهرة,Wallet,Dine-in,173489,4,0
843,2026-04-13T20:12:46.482Z,844,2020-04-18,11,طواجن,طاجن بامية,138.17,4,0.1,497.42,القاهرة,Card,Dine-in,63903,4,1
844,2026-04-13T20:12:46.482Z,845,2021-01-31,21,مقبلات,طحينة,48.56,3,0,145.69,الإسكندرية,Cash,Takeaway,71890,4,1
845,2026-04-13T20:12:46.482Z,846,2023-12-30,10,مشروبات,عصير مانجو,-17.33,4,0.1,-62.39,المنصورة,Card,Dine-in,2141,4,1
846,2026-04-13T20:12:46.482Z,847,2022-09-16,20,مشويات,شيش طاووق,155.08,5,0.1,697.88,القاهرة,Cash,Takeaway,93800,4,1
847,2026-04-13T20:12:46.482Z,848,2023-01-23,10,مقبلات,طحينة,55.4,1,0,55.4,الجيزة,Card,Delivery,62534,4,0
848,2026-04-13T20:12:46.482Z,849,2020-08-14,12,مقبلات,طحينة,58.56,3,0,175.69,الجيزة,Card,Dine-in,155796,4,1
849,2026-04-13T20:12:46.482Z,850,2024-03-30,19,محاشي,محشي ورق عنب,97.66,3,0,292.97,القاهرة,Cash,Takeaway,106288,4,1
850,2026-04-13T20:12:46.482Z,851,2021-11-25,10,مشويات,كباب,150.61,2,0,301.22,الجيزة,Wallet,Dine-in,80907,3,0
851,2026-04-13T20:12:46.482Z,852,2024-11-26,21,محاشي,محشي كوسة,66.14,2,0,132.27,الجيزة,Cash,Delivery,142341,4,0
852,2026-04-13T20:12:46.482Z,853,2023-02-02,16,مقبلات,سلطة بلدي,58.96,3,0,176.88,الجيزة,Wallet,Dine-in,113867,4,0
853,2026-04-13T20:12:46.482Z,854,2023-04-04,18,محاشي,محشي باذنجان,84.21,1,0,84.21,الإسكندرية,Cash,Takeaway,29784,4,0
854,2026-04-13T20:12:46.482Z,855,2021-12-11,13,محاشي,محشي ورق عنب,73.99,5,0.1,332.95,الإسكندرية,Card,Dine-in,87877,4,1
855,2026-04-13T20:12:46.482Z,856,2025-10-14,13,مقبلات,طحينة,44.07,3,0,132.22,الجيزة,Wallet,Takeaway,9819,3,0
856,2026-04-13T20:12:46.482Z,857,2025-12-16,18,مقبلات,طحينة,38.86,2,0,77.73,المنصورة,Cash,Takeaway,182196,4,0
857,2026-04-13T20:12:46.482Z,858,2020-11-06,14,طواجن,طاجن ملوخية,124.06,5,0.1,558.29,طنطا,Card,Delivery,62847,2,1
858,2026-04-13T20:12:46.482Z,859,2025-05-01,18,مشروبات,شاي,15.13,2,0,30.27,الإسكندرية,Cash,Takeaway,181414,4,0
859,2026-04-13T20:12:46.482Z,860,2025-12-01,22,طواجن,طاجن بامية,109.9,2,0,219.79,الجيزة,Card,Takeaway,168556,3,0
860,2026-04-13T20:12:46.482Z,861,2025-05-17,17,مقبلات,طحينة,49.67,4,0.1,178.81,الإسكندرية,Card,Dine-in,36620,4,1
861,2026-04-13T20:12:46.482Z,862,2022-09-05,16,مشويات,كباب,149.64,3,0,448.92,المنصورة,Cash,Takeaway,36016,4,0
862,2026-04-13T20:12:46.482Z,863,2020-06-18,23,مقبلات,طحينة,32.94,3,0,98.81,الجيزة,Cash,Dine-in,115861,4,0
863,2026-04-13T20:12:46.482Z,864,2023-07-07,12,مشويات,كفتة,151.13,2,0,302.26,القاهرة,Cash,Delivery,112410,5,1
864,2026-04-13T20:12:46.482Z,865,2024-07-24,22,مشويات,كباب,148.31,4,0.1,533.93,الإسكندرية,Card,Takeaway,36438,4,0
865,2026-04-13T20:12:46.482Z,866,2023-10-20,21,مشروبات,عصير قصب,19.87,4,0.1,71.52,طنطا,Card,Dine-in,49044,3,1
866,2026-04-13T20:12:46.482Z,867,2023-07-14,21,مشروبات,عصير قصب,22.81,6,0.1,123.17,المنصورة,Card,Takeaway,57702,4,1
867,2026-04-13T20:12:46.482Z,868,2022-07-03,20,طواجن,طاجن فراخ,123.32,4,0.1,443.94,القاهرة,Cash,Delivery,42848,4,1
868,2026-04-13T20:12:46.482Z,869,2020-10-11,10,مقبلات,طحينة,54.06,3,0,162.19,الجيزة,Cash,Takeaway,25233,4,1
869,2026-04-13T20:12:46.482Z,870,2020-09-22,17,مشويات,كباب,144.22,1,0,144.22,الجيزة,Cash,Dine-in,128174,3,0
870,2026-04-13T20:12:46.482Z,871,2023-02-27,11,طواجن,طاجن فراخ,114.13,5,0.1,513.6,القاهرة,Cash,Takeaway,96600,4,0
871,2026-04-13T20:12:46.482Z,872,2022-06-19,21,طواجن,طاجن بامية,105.97,3,0,317.92,القاهرة,Card,Delivery,86797,5,1
872,2026-04-13T20:12:46.482Z,873,2023-11-14,17,مشروبات,عصير مانجو,17.15,3,0,51.46,الإسكندرية,Card,Takeaway,166915,4,0
873,2026-04-13T20:12:46.482Z,874,2023-05-16,22,محاشي,محشي ورق عنب,74.36,2,0,148.72,الإسكندرية,Wallet,Dine-in,195384,3,0
874,2026-04-13T20:12:46.482Z,875,2025-10-19,19,مقبلات,طحينة,73.9,4,0.1,266.02,الإسكندرية,Cash,Takeaway,58549,4,1
875,2026-04-13T20:12:46.482Z,876,2025-04-05,12,محاشي,محشي كوسة,111,4,0.1,399.61,الإسكندرية,Cash,Delivery,116567,4,1
876,2026-04-13T20:12:46.482Z,877,2023-09-12,14,محاشي,محشي كوسة,105.83,4,0.1,380.98,القاهرة,Card,Delivery,126740,4,0
877,2026-04-13T20:12:46.482Z,878,2024-07-03,20,محاشي,محشي باذنجان,85.77,4,0.1,308.78,طنطا,Cash,Delivery,26741,4,0
878,2026-04-13T20:12:46.482Z,879,2023-05-02,11,مشويات,شيش طاووق,151.08,1,0,151.08,أسيوط,Cash,Delivery,10011,3,0
879,2026-04-13T20:12:46.482Z,880,2021-09-09,20,محاشي,محشي ورق عنب,82.25,2,0,164.49,الإسكندرية,Cash,Delivery,68857,4,0
880,2026-04-13T20:12:46.482Z,881,2024-06-09,23,طواجن,طاجن فراخ,131.54,4,0.1,473.54,الجيزة,Cash,Delivery,54451,4,1
881,2026-04-13T20:12:46.482Z,882,2022-02-13,23,مشروبات,عصير مانجو,19.5,4,0.1,70.19,المنصورة,Wallet,Dine-in,196144,2,1
882,2026-04-13T20:12:46.482Z,883,2021-09-05,18,مشروبات,عصير مانجو,47.07,5,0.1,211.8,الإسكندرية,Cash,Dine-in,124050,3,1
883,2026-04-13T20:12:46.482Z,884,2022-08-20,12,مشروبات,عصير مانجو,17.37,3,0,52.11,الإسكندرية,Cash,Dine-in,76778,4,1
